86.2785235174	102.279671375
85.5314353464	104.130003196
86.1779855252	104.009128766
86.0334930934	104.022087738
86.8671931293	104.15121524
86.0392456767	104.019064561
86.0356769441	103.397362982
88.2006470057	102.657545349
86.4131393953	103.714851919
84.8117493921	104.379910407
86.6974082828	103.916942643
85.8342541265	104.09955842
86.6958898348	104.605577945
86.0064836299	103.937647302
85.7324265009	103.613249086
85.4037447111	103.948553368
84.9928181559	103.961833963
87.3458172505	103.691282983
85.1840242026	103.384974251
86.3797245713	104.931620049
86.007036369	104.024073284
86.0428819346	104.091738655
85.5019087719	104.431101301
86.2932801421	104.256372479
86.0246536348	103.959589379
86.592895532	103.803122
85.4203921358	103.888291796
86.5993719223	104.861906711
85.7653002021	104.014557824
84.4082056729	102.222631266
85.0582084467	104.613644509
84.9386884517	104.228570218
86.7851005175	103.384990049
85.8626369154	102.60949758
85.9829644311	103.865320615
85.174843727	103.777337218
85.9962757061	103.485124223
84.6881709678	104.507899101
87.4135522962	101.763773776
85.1143889033	104.495712475
85.1233639909	103.527130086
87.0928554154	104.581687047
85.9402356926	104.013056106
85.4211232768	104.146507288
85.4657740124	105.455095553
85.1914239308	103.816673718
86.0835092753	104.868074167
85.9563990766	104.988755342
86.174173542	103.473967334
84.8593897989	103.64145095
85.9562639893	104.006990009
85.8989612524	103.897243469
86.178728539	103.79803232
86.0854205048	103.613600734
85.3143500688	104.017342784
85.6914885626	104.762722753
86.2424856209	103.986010209
85.4346949786	104.067107343
85.7890165556	104.153189387
88.1792877382	105.234878849
85.7920090551	104.146468246
85.421072229	102.918937957
86.0433837374	104.633378251
86.0867601378	103.903648124
85.9501641847	103.886740194
86.7587894268	103.650055936
85.8765026016	102.789677653
86.2283380265	103.999769564
85.8579233055	103.649022259
86.416074391	103.898461335
86.3535498921	104.247275889
85.9933067296	104.004287232
87.1067701766	103.296476195
87.3659828549	104.064325911
84.8173527312	105.228687222
86.3377156417	103.366453072
86.7419680454	105.335464182
86.6319323168	103.218739615
84.4418299976	103.35956906
84.1990661142	102.583098466
85.8180845724	102.905913761
86.726553274	103.273123582
87.1032375571	102.806476873
86.4929559025	103.463212942
86.1668526304	104.487996821
86.7053222544	103.956745167
84.8119658171	104.250911483
86.5078657357	104.130177832
86.6752733073	102.857047034
86.4552754307	102.904280468
86.8923629663	103.187884763
86.056458809	103.868918744
85.0598631681	103.724528965
84.9765156221	103.082106414
85.5360428811	104.938580203
86.0148813884	104.021692678
86.6019257826	103.483931164
86.4095273799	104.114732697
85.9211368091	103.912504686
85.9048636748	103.954493998
85.9995254525	103.847966363
85.2598690567	105.39153501
86.4662899228	104.398281871
85.7368989544	103.824783926
85.3986469657	103.754893045
87.3224665398	103.156102607
